f_id,f_name,settlement_date,CT_Area,Owned_Leased,Species_Rich,Purchase_Price,Planting_Year,Arch_Sites,Fish_Spawning,Reg_Success
768,Coniam,19/01/2022,79.8817,Leased,83,"$3,977,716.86",2009,FALSE,TRUE,90
511,Shewsmith,2/03/2022,2268.4819,Owned,43,"$3,831,718.77",1994,FALSE,FALSE,89
802,Robert,3/07/2022,357.836,Leased,100,"$5,773,163.06",2000,TRUE,TRUE,79
857,Gjerde,28/07/2022,1875.0135,Leased,85,"$675,032.84",1998,TRUE,FALSE,103
518,Petrolli,18/11/2022,320.9229,Leased,62,"$8,029,465.63",2000,FALSE,TRUE,96
787,Patel,26/12/2021,2787.9526,Leased,57,"$8,032,443.94",2006,FALSE,TRUE,86
971,Marde,3/10/2022,1947.142,Owned,31,"$9,321,506.88",2006,TRUE,FALSE,116
565,Toppin,29/11/2022,2154.8195,Owned,52,"$5,982,763.39",2009,TRUE,TRUE,76
558,McGlaughn,25/10/2022,1099.3625,Leased,19,"$9,337,425.90",2002,FALSE,FALSE,92
228,Bonham,8/04/2022,787.9979,Owned,51,"$8,642,554.36",1989,TRUE,FALSE,88
631,Ducket,10/04/2022,1866.2585,Owned,93,"$6,839,287.17",2010,FALSE,FALSE,95
755,Trounson,5/11/2022,655.8131,Leased,44,"$8,503,303.58",1990,TRUE,TRUE,95
618,Bromont,28/01/2022,1380.8101,Leased,47,"$8,813,976.62",2007,FALSE,FALSE,91
208,Stoneham,20/07/2022,780.0293,Owned,59,"$1,022,982.11",2010,FALSE,FALSE,93
376,Ruckledge,8/11/2022,130.1905,Leased,47,"$549,941.57",2005,TRUE,FALSE,84
290,Bonnier,7/04/2022,1926.9093,Owned,11,"$4,039,357.79",1992,FALSE,TRUE,96
860,Mathieson,17/02/2022,788.7751,Owned,60,"$1,205,334.16",1990,TRUE,FALSE,85
806,Havelin,15/06/2022,710.8492,Owned,9,"$6,490,752.52",1997,FALSE,TRUE,85
111,Hyde-Chambers,17/09/2022,1516.1938,Owned,17,"$6,526,266.65",1999,TRUE,TRUE,95
616,Ravillas,20/11/2022,40.3525,Leased,11,"$6,835,862.08",2007,TRUE,FALSE,98
25,Bath,23/11/2022,1973.6555,Owned,9,"$9,865,715.08",2011,FALSE,TRUE,69
675,Bucklan,23/04/2022,468.0403,Owned,4,"$4,607,709.77",1986,FALSE,TRUE,100
518,Starmore,4/03/2022,361.9763,Leased,36,"$1,133,635.14",1992,FALSE,FALSE,98
110,Roostan,20/02/2022,1089.3134,Leased,33,"$4,729,929.91",2001,TRUE,FALSE,92
813,McIlriach,1/10/2022,550.6741,Owned,80,"$6,289,433.02",1967,FALSE,TRUE,93
680,Fossey,10/08/2022,2414.8993,Owned,29,"$7,777,879.32",1996,TRUE,FALSE,92
372,Heighway,5/12/2022,1452.1643,Owned,22,"$7,866,809.98",2011,FALSE,FALSE,96
529,Biggam,24/02/2022,2010.0817,Leased,89,"$8,526,287.10",2003,FALSE,FALSE,84
731,Patman,21/05/2022,2621.0978,Owned,77,"$6,307,457.08",1964,FALSE,TRUE,93
303,Ludvigsen,22/08/2022,1309.2481,Leased,8,"$3,183,964.23",1990,FALSE,FALSE,105
544,Calbaithe,13/06/2022,1443.3759,Owned,75,"$4,928,148.71",1997,FALSE,FALSE,85
733,Millins,17/11/2022,1251.883,Leased,9,"$156,729.92",2006,TRUE,TRUE,97
774,Cuskery,8/01/2022,2971.3889,Leased,9,"$8,885,682.94",2006,FALSE,TRUE,82
748,Meakes,14/01/2022,1682.5498,Leased,42,"$2,546,043.97",1994,FALSE,FALSE,80
686,Crutchfield,13/04/2022,1984.9904,Leased,98,"$2,798,513.18",2005,FALSE,TRUE,90
588,Pearsey,12/11/2022,964.926,Owned,73,"$7,474,075.50",1993,FALSE,FALSE,87
456,Gilmartin,13/10/2022,25.1619,Owned,97,"$4,582,969.30",1989,FALSE,TRUE,85
523,Giacomi,10/02/2022,441.6297,Leased,11,"$5,247,483.32",2007,FALSE,FALSE,95
196,Matussov,30/06/2022,2282.133,Owned,54,"$1,190,586.34",2007,FALSE,TRUE,90
724,Dri,14/02/2022,602.3557,Leased,25,"$3,954,880.45",1999,FALSE,TRUE,97
634,Higginbottam,18/06/2022,292.9503,Leased,56,"$1,983,329.84",2012,TRUE,TRUE,68
130,Lawrie,2/07/2022,249.1103,Owned,70,"$7,730,376.52",2005,FALSE,FALSE,75
614,Fearick,13/03/2022,2232.598,Leased,27,"$1,788,942.05",2011,FALSE,TRUE,91
951,Burchnall,17/01/2022,1778.5544,Owned,69,"$6,273,894.87",2012,FALSE,TRUE,104
790,Braam,19/06/2022,2425.5555,Leased,49,"$8,044,365.29",2009,TRUE,FALSE,90
887,Clineck,13/07/2022,1847.7245,Leased,57,"$6,180,244.08",2011,FALSE,FALSE,89
270,Millett,26/05/2022,2558.5235,Leased,95,"$5,552,621.80",2004,TRUE,TRUE,94
162,O'Fogarty,21/06/2022,2104.0812,Owned,84,"$1,635,175.55",2005,FALSE,FALSE,97
128,Garnham,14/05/2022,1924.6193,Leased,67,"$534,537.18",1996,FALSE,TRUE,78
305,Itzchaky,26/02/2022,758.2109,Owned,77,"$5,064,154.72",2001,TRUE,TRUE,101
571,Rassmann,29/11/2022,1139.245,Owned,34,"$8,729,014.93",2011,TRUE,FALSE,90
550,Lepoidevin,23/11/2022,1018.7637,Owned,45,"$7,415,537.13",1996,TRUE,FALSE,94
793,Chartre,17/12/2022,2922.9758,Leased,90,"$5,260,871.75",2011,TRUE,FALSE,78
152,Ledeker,27/11/2022,1618.1507,Leased,42,"$7,597,319.44",2008,FALSE,TRUE,78
68,Reicharz,29/10/2022,1992.1097,Leased,85,"$1,322,805.45",2009,FALSE,FALSE,107
380,Honacker,15/11/2022,2531.6757,Owned,23,"$414,679.64",2007,FALSE,FALSE,99
349,Neale,2/03/2022,1339.6305,Leased,91,"$9,145,614.25",2007,FALSE,FALSE,97
735,Kleanthous,24/12/2021,2376.0189,Leased,89,"$9,983,367.18",2000,FALSE,TRUE,94
45,Pierson,24/10/2022,784.1697,Leased,46,"$674,934.21",1995,FALSE,FALSE,86
506,Pymm,17/12/2022,525.483,Owned,41,"$802,958.92",2009,FALSE,FALSE,76
513,Kneesha,23/10/2022,2803.4741,Owned,28,"$8,282,847.21",2002,FALSE,FALSE,90
558,Liversage,20/10/2022,88.8262,Owned,86,"$1,091,910.91",1992,FALSE,FALSE,89
824,Vallance,16/04/2022,2582.3462,Leased,12,"$8,410,357.37",1999,FALSE,FALSE,90
757,Redd,12/01/2022,246.2216,Owned,34,"$9,120,668.38",2001,TRUE,TRUE,92
563,Malan,10/08/2022,959.533,Owned,25,"$4,362,607.18",2004,FALSE,TRUE,98
662,Clacey,20/12/2021,2587.8877,Owned,3,"$9,054,807.93",1993,FALSE,FALSE,99
979,Corteis,8/02/2022,2418.1347,Leased,32,"$6,293,327.32",1993,TRUE,TRUE,90
324,Dorot,17/10/2022,136.2754,Leased,34,"$5,723,162.01",2006,TRUE,TRUE,88
266,Coupar,20/12/2021,215.2166,Leased,100,"$1,472,795.00",1993,FALSE,TRUE,96
126,Feldhuhn,10/01/2022,2592.9058,Owned,53,"$131,935.95",2006,FALSE,TRUE,79
284,Raymont,3/01/2022,2094.3208,Leased,85,"$4,958,950.70",1993,TRUE,FALSE,96
994,Earland,13/05/2022,1203.6023,Owned,59,"$5,588,725.06",2005,TRUE,TRUE,90
383,Tapscott,15/09/2022,269.3854,Leased,26,"$4,300,656.94",1989,FALSE,TRUE,95
502,Eisig,23/09/2022,2284.9452,Leased,13,"$2,695,024.54",1989,TRUE,TRUE,86
312,McFetrich,8/07/2022,1308.753,Leased,67,"$366,225.29",2009,FALSE,TRUE,99
439,Unsworth,10/10/2022,1454.0326,Leased,50,"$4,759,620.74",1998,TRUE,FALSE,83
756,Abramino,4/03/2022,2525.3344,Leased,96,"$5,757,287.56",2011,TRUE,FALSE,81
483,Kingsley,3/07/2022,2208.1568,Owned,7,"$5,139,297.45",1972,FALSE,FALSE,88
24,Jane,15/04/2022,2853.7256,Owned,11,"$1,011,626.87",1999,TRUE,FALSE,85
315,Middle,21/03/2022,2498.0306,Owned,89,"$3,932,289.47",1992,TRUE,TRUE,116
16,Brothwood,4/05/2022,2157.4505,Owned,4,"$4,168,445.25",2011,FALSE,FALSE,82
739,Dominico,5/09/2022,2226.0806,Leased,53,"$4,996,078.09",2002,FALSE,FALSE,81
130,Troke,14/09/2022,1469.9643,Leased,18,"$3,381,875.27",2012,FALSE,TRUE,106
444,Baggiani,9/01/2022,1770.6874,Leased,42,"$2,946,565.27",2003,FALSE,TRUE,110
581,McClenan,22/03/2022,2508.8465,Leased,58,"$4,591,334.03",2004,FALSE,FALSE,72
634,Embery,19/11/2022,887.5938,Leased,89,"$2,808,507.56",2009,TRUE,TRUE,81
935,Arsnell,20/05/2022,591.4286,Leased,67,"$1,764,662.91",1999,FALSE,TRUE,93
601,Shellum,22/12/2021,150.3541,Leased,30,"$6,485,275.60",2012,TRUE,TRUE,78
671,Redmond,19/02/2022,1137.8799,Leased,18,"$7,802,232.88",1993,TRUE,TRUE,89
993,Studholme,4/06/2022,1040.7714,Owned,36,"$2,138,147.19",2000,FALSE,FALSE,91
446,Pele,6/09/2022,2896.1793,Owned,56,"$9,541,653.03",1997,TRUE,TRUE,82
812,Gerram,5/08/2022,200.1709,Owned,62,"$9,249,586.36",1996,TRUE,FALSE,87
452,Hurdedge,16/11/2022,897.7674,Leased,62,"$9,751,263.21",2001,FALSE,FALSE,98
588,Ovize,11/05/2022,671.9658,Leased,22,"$5,990,384.10",1990,FALSE,FALSE,97
573,Bushnell,7/11/2022,2414.2071,Owned,66,"$9,627,650.01",2012,FALSE,TRUE,80
889,Presho,27/05/2022,292.9632,Leased,5,"$8,765,125.11",2005,TRUE,TRUE,91
596,Hounihan,2/01/2022,744.19,Owned,79,"$2,549,508.19",1999,TRUE,TRUE,97
517,Gatteridge,28/09/2022,350.0774,Owned,91,"$4,745,297.91",2006,TRUE,FALSE,86
625,Norcott,9/03/2022,936.7131,Leased,82,"$3,269,108.25",2006,FALSE,TRUE,88
128,Doerr,6/01/2022,2009.0428,Leased,74,"$9,875,475.40",2004,TRUE,TRUE,94
380,Ollerton,18/05/2022,2972.4141,Owned,88,"$2,139,859.70",1993,TRUE,FALSE,99
928,Cannaway,5/05/2022,2728.647,Leased,6,"$7,236,410.71",2008,FALSE,TRUE,92
366,Scutter,1/04/2022,1815.282,Owned,29,"$7,624,542.77",2000,FALSE,FALSE,87
204,Doughtery,12/06/2022,1327.9233,Leased,86,"$1,465,981.61",2008,TRUE,FALSE,97
681,Coventry,2/01/2022,46.6378,Leased,46,"$4,213,971.67",2006,FALSE,FALSE,80
813,Miguet,2/01/2022,1668.9356,Owned,60,"$1,628,246.09",2010,FALSE,FALSE,79
894,Bette,20/09/2022,2240.0672,Owned,67,"$827,840.73",2003,FALSE,TRUE,95
505,Paulton,24/07/2022,398.0095,Owned,70,"$9,856,432.30",1991,TRUE,FALSE,88
127,Liles,16/07/2022,2205.6724,Owned,61,"$8,002,047.06",2008,TRUE,TRUE,90
291,Peinke,4/12/2022,2611.2756,Leased,37,"$2,076,111.63",1992,TRUE,TRUE,103
224,Abramov,1/03/2022,2093.1456,Owned,41,"$5,222,812.43",2009,FALSE,FALSE,93
757,Armour,25/05/2022,898.8424,Leased,95,"$716,749.00",1992,FALSE,TRUE,82
743,MacCurlye,5/11/2022,2092.4663,Owned,40,"$7,531,593.60",1994,TRUE,FALSE,82
642,Cragoe,12/11/2022,2950.6109,Owned,18,"$8,656,436.59",2006,TRUE,FALSE,103
561,Deans,24/04/2022,1234.7825,Owned,76,"$8,621,382.70",2002,TRUE,FALSE,92
197,Mansour,16/06/2022,1147.3019,Owned,33,"$2,465,359.22",1985,FALSE,TRUE,89
781,Waszkiewicz,1/09/2022,2174.2363,Owned,21,"$3,626,164.71",2012,FALSE,TRUE,83
986,Litchmore,30/08/2022,1982.0833,Leased,64,"$6,848,847.87",1995,TRUE,FALSE,73
849,Dyott,20/07/2022,751.5642,Leased,22,"$7,326,812.21",1998,FALSE,TRUE,99
821,Kock,2/02/2022,2227.1504,Owned,83,"$1,136,777.91",2010,TRUE,TRUE,80
678,Gatesman,29/08/2022,2037.0176,Leased,72,"$1,154,559.44",2008,TRUE,TRUE,104
193,Pochet,17/01/2022,2143.7398,Leased,12,"$6,093,381.32",1988,TRUE,FALSE,82
898,Genese,10/10/2022,2577.2703,Leased,11,"$5,793,149.88",2003,TRUE,TRUE,85
517,Peabody,2/02/2022,1569.5038,Leased,21,"$8,505,515.17",2002,FALSE,FALSE,77
867,Alekhov,18/04/2022,2497.6977,Owned,76,"$3,207,352.76",1989,TRUE,TRUE,83
46,Richardsson,2/01/2022,1695.9278,Leased,4,"$6,663,887.53",2012,TRUE,TRUE,82
422,Aldritt,3/03/2022,917.345,Owned,14,"$4,380,442.92",1991,TRUE,TRUE,90
16,Stitwell,28/06/2022,2026.2376,Owned,8,"$5,129,784.98",2008,TRUE,TRUE,103
124,Mordey,12/04/2022,1560.1678,Leased,72,"$4,484,470.34",1996,TRUE,FALSE,104
444,Dumbare,29/07/2022,2810.346,Owned,95,"$9,309,042.51",2006,TRUE,FALSE,91
179,Crickmer,15/04/2022,1616.0002,Leased,84,"$5,169,017.37",1989,FALSE,FALSE,88
729,Durdan,27/02/2022,674.7043,Leased,99,"$7,111,621.78",2010,TRUE,TRUE,87
416,Pooley,4/12/2022,2418.0503,Leased,9,"$5,823,182.50",1972,TRUE,FALSE,92
956,Chree,12/06/2022,791.8229,Leased,54,"$9,923,534.05",1994,FALSE,FALSE,94
457,Shugg,17/01/2022,114.6618,Owned,42,"$1,451,236.09",2009,FALSE,TRUE,95
731,Wykes,3/02/2022,1789.7048,Leased,68,"$8,751,503.72",2002,FALSE,TRUE,89
181,Simison,2/10/2022,1706.3855,Leased,61,"$9,858,317.34",1999,TRUE,TRUE,85
916,Petran,27/01/2022,988.5342,Owned,19,"$8,854,448.23",2006,FALSE,FALSE,114
574,Linzey,3/11/2022,349.6009,Owned,11,"$7,165,393.12",2005,TRUE,FALSE,80
78,Jarritt,9/04/2022,1615.6369,Leased,69,"$2,639,386.91",1987,FALSE,FALSE,85
490,Sauvain,13/03/2022,692.1635,Owned,10,"$7,299,629.85",2005,TRUE,FALSE,94
55,Allone,3/02/2022,2219.9243,Owned,58,"$4,442,220.78",1992,FALSE,FALSE,80
87,Klimpt,13/08/2022,951.7596,Owned,35,"$4,889,297.62",1999,TRUE,FALSE,97
660,Furney,26/01/2022,1658.2743,Owned,51,"$6,990,463.02",1995,FALSE,FALSE,94
733,Ellerbeck,21/09/2022,143.866,Owned,69,"$6,026,829.26",1989,FALSE,FALSE,94
13,Ferneley,10/09/2022,2205.7231,Leased,23,"$7,479,348.24",2003,TRUE,FALSE,89
1,Lamplugh,2/08/2022,2998.9479,Leased,12,"$2,846,397.69",2012,TRUE,TRUE,78
774,Gruby,17/08/2022,1109.5196,Leased,83,"$5,776,138.42",2012,FALSE,FALSE,86
506,MacCurtain,11/11/2022,2805.3683,Leased,5,"$4,450,513.73",1993,FALSE,TRUE,89
297,Messager,28/01/2022,1604.178,Owned,64,"$5,626,425.34",2013,TRUE,TRUE,92
556,Sprosson,16/02/2022,1349.0816,Leased,40,"$3,886,103.34",1994,FALSE,FALSE,91
598,Corradino,29/03/2022,1421.3525,Leased,17,"$3,005,116.02",2002,TRUE,TRUE,81
733,Hook,27/10/2022,257.9053,Leased,80,"$1,518,986.24",1986,TRUE,TRUE,83
410,Timmons,23/01/2022,2932.0111,Owned,11,"$1,983,922.41",1992,FALSE,TRUE,94
642,Stebbing,17/09/2022,467.274,Owned,67,"$1,447,735.47",1990,FALSE,TRUE,95
657,Scard,26/06/2022,208.3912,Leased,17,"$8,563,699.21",1987,FALSE,FALSE,67
984,Eseler,4/08/2022,141.6759,Leased,62,"$1,567,364.81",2004,FALSE,FALSE,77
540,Orteau,12/08/2022,2099.5472,Owned,96,"$1,398,170.48",2011,FALSE,FALSE,89
332,Touret,17/03/2022,549.8912,Leased,1,"$6,744,473.45",2004,FALSE,FALSE,101
994,Placide,21/11/2022,134.4923,Owned,41,"$5,352,044.22",2000,TRUE,FALSE,91
894,Willans,31/03/2022,1467.218,Owned,54,"$1,409,580.77",2006,FALSE,TRUE,95
982,Ragles,10/03/2022,717.9311,Leased,5,"$5,117,759.94",2011,TRUE,TRUE,110
334,Schout,15/10/2022,692.537,Leased,21,"$3,619,663.06",2008,FALSE,TRUE,92
737,Stillwell,13/02/2022,13.5494,Owned,37,"$4,002,594.15",1995,TRUE,TRUE,94
383,Yeskov,2/09/2022,1172.1125,Leased,91,"$6,759,024.03",2005,FALSE,TRUE,99
582,Treat,23/02/2022,1245.1725,Owned,13,"$1,209,023.91",1997,FALSE,TRUE,86
730,Vanezis,21/09/2022,2589.0163,Owned,49,"$1,595,156.55",2005,TRUE,FALSE,99
799,Dallan,25/03/2022,1783.4679,Leased,92,"$8,959,307.54",1998,TRUE,FALSE,82
490,Clow,31/03/2022,1536.5013,Owned,2,"$32,778.91",2011,TRUE,FALSE,99
927,Cowdrey,19/06/2022,1326.3368,Owned,9,"$2,429,593.63",1989,TRUE,TRUE,90
445,Arkle,13/06/2022,1805.7534,Leased,96,"$2,939,154.09",1990,FALSE,FALSE,88
763,Rutland,2/05/2022,992.7724,Leased,80,"$3,791,031.95",1986,TRUE,FALSE,81
197,Boskell,4/04/2022,2.6714,Leased,28,"$2,127,003.01",2002,FALSE,FALSE,85
560,Kneebone,13/10/2022,1172.3915,Owned,36,"$2,841,512.20",2005,FALSE,FALSE,87
502,Cottom,14/07/2022,2734.3511,Owned,80,"$6,243,152.52",2005,FALSE,TRUE,93
325,Mortlock,29/01/2022,313.5853,Owned,40,"$5,469,604.73",2012,FALSE,TRUE,96
723,Slimon,9/09/2022,1470.2424,Leased,50,"$2,516,850.58",2007,TRUE,TRUE,100
792,Fitzpayn,7/03/2022,2423.6736,Owned,22,"$7,174,541.01",2007,TRUE,FALSE,95
158,Jzhakov,28/06/2022,1172.6706,Leased,33,"$8,500,088.49",2006,TRUE,TRUE,101
20,Wathall,10/12/2022,533.5719,Leased,26,"$3,455,125.95",2003,TRUE,TRUE,90
887,Lipscombe,22/11/2022,1777.5261,Leased,30,"$8,481,755.39",1994,TRUE,TRUE,86
332,Key,2/07/2022,193.3121,Owned,56,"$9,931,834.75",2009,FALSE,TRUE,89
229,Seabrook,13/07/2022,626.14,Owned,47,"$6,652,847.13",1987,FALSE,TRUE,84
182,De Roeck,18/08/2022,2648.8897,Leased,33,"$764,832.24",1986,FALSE,TRUE,95
649,McPhillimey,30/09/2022,383.4666,Owned,49,"$7,119,107.74",2000,TRUE,FALSE,88
278,Pattesall,20/07/2022,2241.4615,Leased,35,"$5,509,207.86",1988,TRUE,FALSE,106
771,Garrould,23/05/2022,1891.8446,Leased,42,"$8,570,811.88",2006,TRUE,FALSE,91
905,Portch,6/02/2022,2411.8516,Owned,70,"$4,489,438.36",2013,FALSE,TRUE,85
58,Chetter,19/03/2022,1385.616,Owned,72,"$2,507,824.80",1997,TRUE,TRUE,89
878,Pettinger,14/07/2022,2593.9848,Owned,37,"$3,389,783.86",1988,FALSE,TRUE,97
940,Bigg,19/05/2022,2649.6951,Leased,19,"$4,116,033.53",1992,TRUE,TRUE,85
118,Surgener,28/04/2022,2282.7074,Leased,67,"$3,856,068.29",1993,FALSE,TRUE,89
900,Van de Velde,27/11/2022,1630.9704,Leased,42,"$3,636,528.30",1994,TRUE,FALSE,95
956,Kornacki,30/12/2021,2310.567,Owned,94,"$5,586,245.97",1993,TRUE,TRUE,88
909,Pounder,17/08/2022,1612.5629,Leased,88,"$494,036.02",2002,TRUE,TRUE,67
567,Kahler,24/02/2022,1961.2145,Leased,74,"$312,244.82",2004,FALSE,FALSE,80
188,Corssen,13/05/2022,418.8794,Leased,71,"$432,712.70",2006,TRUE,FALSE,80
910,Chaise,6/12/2022,990.2044,Leased,53,"$2,653,331.61",1996,FALSE,TRUE,85
899,Hearse,26/05/2022,1299.0607,Leased,36,"$1,796,987.08",2004,FALSE,TRUE,81
93,Cristofvao,18/12/2022,1792.7553,Owned,98,"$5,434,411.71",2004,TRUE,TRUE,83
977,Pleass,3/05/2022,1401.1797,Leased,57,"$4,970,222.08",2010,TRUE,TRUE,84
693,Lawry,21/04/2022,2371.9539,Leased,4,"$6,487,945.21",1991,TRUE,TRUE,91
598,Sleet,26/08/2022,2894.702,Leased,79,"$9,798,329.48",2004,FALSE,FALSE,90
81,Ingliby,11/12/2022,1760.7308,Owned,65,"$8,320,558.96",2000,FALSE,TRUE,95
897,Grimbleby,8/01/2022,2664.7343,Leased,90,"$7,914,541.07",2009,TRUE,FALSE,90
987,Waldren,22/10/2022,1903.7554,Leased,62,"$8,881,566.42",1988,FALSE,FALSE,96
609,Kiehl,24/06/2022,1626.4733,Owned,99,"$8,655,221.64",1993,TRUE,FALSE,74
215,Stanwix,21/04/2022,2388.1003,Leased,63,"$8,411,521.76",2000,FALSE,TRUE,80
497,Brecher,5/09/2022,1523.6459,Owned,35,"$5,602,137.80",2009,FALSE,TRUE,82
255,Botterman,26/10/2022,1190.4217,Leased,15,"$5,281,613.50",2011,FALSE,FALSE,81
490,Canet,10/07/2022,1966.523,Leased,33,"$8,723,065.50",2005,FALSE,FALSE,88
880,Bowra,25/02/2022,2625.1537,Owned,2,"$5,780,687.97",1983,TRUE,FALSE,94
192,Keetley,12/03/2022,1335.6483,Owned,87,"$4,937,798.90",1993,TRUE,FALSE,93
637,Amort,28/05/2022,2271.5934,Leased,3,"$9,257,014.50",2002,FALSE,FALSE,103
88,De Antoni,25/01/2022,421.8633,Owned,33,"$5,688,597.07",1993,FALSE,TRUE,87
835,Wanley,2/02/2022,2642.5122,Leased,100,"$1,063,835.74",1995,TRUE,TRUE,87
520,Yeeles,13/07/2022,1221.9318,Owned,78,"$9,209,054.75",2006,TRUE,FALSE,93
610,O'Dee,25/03/2022,373.2266,Owned,95,"$2,834,054.86",2001,TRUE,FALSE,85
992,MacAloren,9/08/2022,2365.2152,Owned,61,"$4,724,647.67",1994,TRUE,TRUE,89
239,Tarbin,24/06/2022,2218.2689,Leased,46,"$872,035.56",1988,FALSE,TRUE,104
963,Gonsalvo,27/08/2022,2479.1891,Leased,5,"$8,278,805.54",1997,FALSE,TRUE,85
984,Hugett,5/08/2022,1350.0742,Owned,35,"$2,676,228.65",1997,FALSE,FALSE,96
503,Tennant,23/03/2022,1703.0921,Leased,5,"$6,529,833.36",2005,TRUE,FALSE,95
663,Lorenc,12/12/2022,2469.1451,Owned,43,"$6,780,719.52",2008,FALSE,FALSE,105
576,Ferries,21/01/2022,1688.4048,Leased,35,"$5,646,247.84",2011,FALSE,TRUE,85
532,Finch,7/04/2022,2240.6013,Owned,47,"$5,014,290.02",2003,TRUE,TRUE,90
676,Scardefield,7/05/2022,1946.118,Owned,1,"$818,076.55",2002,FALSE,FALSE,101
255,Barhams,14/09/2022,2274.5276,Leased,66,"$6,449,790.88",2004,TRUE,FALSE,100
392,Duffit,6/03/2022,1243.8127,Owned,94,"$6,917,547.36",2007,FALSE,TRUE,88
286,Storr,1/05/2022,577.0369,Owned,37,"$8,530,975.10",2006,FALSE,TRUE,93
355,Puddefoot,12/07/2022,1145.1856,Leased,31,"$7,059,895.62",1960,FALSE,FALSE,95
466,Bockett,14/08/2022,1394.3385,Owned,65,"$7,253,029.83",2008,FALSE,TRUE,94
618,Van Ross,21/11/2022,1502.9619,Leased,26,"$6,641,179.31",2008,TRUE,TRUE,97
558,Stonhouse,24/02/2022,127.0135,Leased,84,"$7,384,011.36",2001,FALSE,TRUE,86
986,Meo,19/07/2022,990.9745,Owned,69,"$6,378,955.70",1993,TRUE,FALSE,89
463,Coucher,7/04/2022,1608.6817,Owned,42,"$7,169,840.57",2009,FALSE,FALSE,76
422,Cowley,23/05/2022,2430.0529,Leased,85,"$739,436.05",1988,FALSE,FALSE,81
648,Normansell,19/12/2022,478.3818,Leased,27,"$5,995,606.77",2007,TRUE,FALSE,97
171,Ions,15/10/2022,1373.1347,Owned,19,"$5,765,714.20",2011,FALSE,TRUE,99
840,Lezemore,22/12/2021,631.4654,Leased,53,"$7,234,828.55",2000,TRUE,FALSE,85
183,Charlwood,27/01/2022,2385.297,Owned,51,"$7,436,629.99",2003,FALSE,TRUE,87
876,MacMeeking,10/11/2022,755.7635,Owned,87,"$3,874,574.26",1987,FALSE,FALSE,96
328,Aysik,28/03/2022,2355.1809,Owned,46,"$1,615,362.41",2003,TRUE,TRUE,82
562,Keri,25/06/2022,283.9715,Owned,96,"$8,020,024.62",1995,TRUE,TRUE,84
585,Arney,14/07/2022,443.6949,Owned,83,"$2,069,071.79",2002,TRUE,FALSE,89
159,Ridsdole,6/10/2022,476.0846,Leased,88,"$4,644,202.56",2007,FALSE,TRUE,91
931,McCall,25/10/2022,674.9128,Owned,60,"$2,874,508.13",2008,TRUE,TRUE,94
47,Udale,16/01/2022,788.8102,Owned,19,"$1,783,293.92",1990,FALSE,TRUE,89
277,Whitbread,15/10/2022,92.7973,Owned,36,"$4,885,113.31",2012,FALSE,FALSE,76
732,Shotboult,21/07/2022,1960.7803,Leased,100,"$696,021.16",1991,TRUE,TRUE,81
136,Old,17/08/2022,236.9387,Leased,4,"$8,727,676.40",2001,FALSE,FALSE,93
90,Wiltshear,12/08/2022,834.4475,Owned,1,"$217,822.42",1992,TRUE,TRUE,81
810,Falcus,21/06/2022,1865.2526,Owned,82,"$7,810,425.76",2000,TRUE,TRUE,92
636,Yearnes,18/01/2022,585.6978,Owned,24,"$3,945,838.22",1993,FALSE,TRUE,101
796,Coil,14/02/2022,733.3041,Leased,46,"$9,832,708.29",1993,FALSE,FALSE,88
775,Marrington,1/07/2022,1594.5575,Owned,24,"$1,452,096.40",1997,TRUE,FALSE,106
664,MacFadzean,24/09/2022,2637.0254,Owned,93,"$9,144,989.33",1993,TRUE,FALSE,90
120,Whoolehan,7/08/2022,2515.3782,Owned,46,"$6,747,698.22",1998,TRUE,FALSE,87
132,Denerley,29/12/2021,1800.3374,Leased,95,"$9,420,329.83",1995,TRUE,TRUE,100
642,Grisard,13/07/2022,914.6871,Leased,94,"$8,828,265.29",2002,FALSE,FALSE,92
273,Bovaird,16/12/2022,1032.483,Leased,32,"$7,716,203.69",2003,FALSE,FALSE,80
383,Crowth,10/02/2022,1353.7273,Owned,58,"$2,878,904.05",2006,TRUE,FALSE,81
679,Tonkinson,13/03/2022,565.3157,Owned,99,"$1,484,194.61",1998,FALSE,TRUE,88
548,Pilch,27/03/2022,1965.5389,Owned,54,"$9,227,139.11",2011,FALSE,FALSE,85
83,Dumbare,24/03/2022,1290.4115,Leased,89,"$883,928.46",2001,TRUE,TRUE,92
370,Bonner,19/11/2022,2501.3335,Leased,87,"$9,938,383.24",1974,TRUE,FALSE,89
618,Baiss,16/11/2022,641.1585,Owned,94,"$6,267,876.05",1987,TRUE,FALSE,99
905,Etock,17/09/2022,2975.1469,Leased,23,"$7,629,989.13",1989,TRUE,TRUE,86
262,Boar,21/03/2022,332.1668,Leased,5,"$36,293.59",2000,TRUE,TRUE,76
289,Poynser,27/07/2022,1317.8995,Leased,96,"$5,100,805.31",2003,TRUE,FALSE,72
172,Torrance,22/11/2022,2960.4109,Leased,40,"$9,724,634.71",1994,TRUE,TRUE,71
360,Amery,23/08/2022,2516.9654,Owned,71,"$5,495,762.15",2002,FALSE,FALSE,80
230,Gaitskell,18/05/2022,186.0413,Owned,52,"$860,280.14",1987,FALSE,FALSE,82
265,Cromley,18/11/2022,661.7218,Leased,39,"$8,997,226.64",1985,FALSE,FALSE,80
